0.000000000000000000e+00,5.154882741626352072e-01,1.473540352518729613e-01
1.000000000000000048e-04,5.034445230849087238e-01,1.486006569850476522e-01
2.000000000000000096e-04,4.992129348684102297e-01,1.495009949034515895e-01
3.000000000000000279e-04,4.936793195083737373e-01,1.505398463477638227e-01
4.000000000000000192e-04,4.881457041483372450e-01,1.531716033400214727e-01
5.000000000000000104e-04,4.855416498612612486e-01,1.524097789475258313e-01
6.000000000000000559e-04,4.793570209294557571e-01,1.531716033400214727e-01
6.999999999999999929e-04,4.761019530706107616e-01,1.539334277325171141e-01
8.000000000000000383e-04,4.741489123553037643e-01,1.542797115472878400e-01
9.000000000000000838e-04,4.731723919976502657e-01,1.551800494656917773e-01
1.000000000000000021e-03,4.705683377105742693e-01,1.560803873840957146e-01
1.100000000000000066e-03,4.663367494940757751e-01,1.571192388284079478e-01
1.200000000000000112e-03,4.595011069905012846e-01,1.582273470356743428e-01
1.300000000000000157e-03,4.497359034139662981e-01,1.596817390577114637e-01
1.399999999999999986e-03,4.520144509151577950e-01,1.597509958206655978e-01
1.500000000000000031e-03,4.468063423410058022e-01,1.603743066872529432e-01
1.600000000000000077e-03,4.474573559127748013e-01,1.607898472649778310e-01
1.700000000000000122e-03,4.435512744821608067e-01,1.616209284204276342e-01
1.800000000000000168e-03,4.435512744821608067e-01,1.616209284204276342e-01
1.899999999999999996e-03,4.373666455503553152e-01,1.625905231017857056e-01
2.000000000000000042e-03,4.298799894750118256e-01,1.641834286497311224e-01
2.100000000000000304e-03,4.269504284020513296e-01,1.647374827533643338e-01
2.200000000000000133e-03,4.269504284020513296e-01,1.648067395163184679e-01
2.299999999999999961e-03,4.266249216161668301e-01,1.647374827533643338e-01
2.400000000000000223e-03,4.249973876867443323e-01,1.650837665681350597e-01
2.500000000000000052e-03,4.249973876867443323e-01,1.649452530422267638e-01
2.600000000000000314e-03,4.223933333996683359e-01,1.658455909606307010e-01
2.700000000000000143e-03,4.188127587549388409e-01,1.663303883013097506e-01
2.799999999999999972e-03,4.191382655408233404e-01,1.667459288790346383e-01
2.900000000000000234e-03,4.171852248255163431e-01,1.669536991678970961e-01
3.000000000000000062e-03,4.181617451831698418e-01,1.670922126938053920e-01
3.100000000000000325e-03,4.149066773243248463e-01,1.672999829826678220e-01
3.200000000000000153e-03,4.155576908960938454e-01,1.670922126938053920e-01
3.299999999999999982e-03,4.136046501807868481e-01,1.679925506122093293e-01
3.400000000000000244e-03,4.106750891078263521e-01,1.676462667974385756e-01
3.500000000000000073e-03,4.093730619642883539e-01,1.684773479528883511e-01
3.600000000000000335e-03,4.116516094654798508e-01,1.685466047158425129e-01
3.700000000000000164e-03,4.061179941054433584e-01,1.691699155824298584e-01
3.799999999999999992e-03,4.077455280348658562e-01,1.693084291083381543e-01
3.900000000000000255e-03,4.061179941054433584e-01,1.691699155824298584e-01
4.000000000000000083e-03,4.064435008913278580e-01,1.691699155824298584e-01
4.100000000000000346e-03,4.044904601760208607e-01,1.694469426342464502e-01
4.200000000000000608e-03,4.044904601760208607e-01,1.698624832119713379e-01
4.300000000000000003e-03,4.031884330324828625e-01,1.700009967378796338e-01
4.400000000000000265e-03,4.002588719595223665e-01,1.704857940785586834e-01
4.500000000000000527e-03,4.015608991030603647e-01,1.706935643674211134e-01
4.599999999999999922e-03,3.999333651736378670e-01,1.708320778933294093e-01
4.700000000000000185e-03,3.976548176724463701e-01,1.709013346562835711e-01
4.800000000000000447e-03,3.963527905289083719e-01,1.711091049451460289e-01
4.899999999999999842e-03,3.947252565994858742e-01,1.715939022858250507e-01
5.000000000000000104e-03,3.947252565994858742e-01,1.715939022858250507e-01
5.100000000000000366e-03,3.934232294559478760e-01,1.724249834412748539e-01
5.200000000000000629e-03,3.911446819547563791e-01,1.723557266783206920e-01
5.300000000000000024e-03,3.924467090982943773e-01,1.726327537301372839e-01
5.400000000000000286e-03,3.895171480253338814e-01,1.727020104930914457e-01
5.500000000000000548e-03,3.888661344535648823e-01,1.726327537301372839e-01
5.599999999999999943e-03,3.882151208817958832e-01,1.736023484114953830e-01
5.700000000000000205e-03,3.865875869523733854e-01,1.734638348855870871e-01
5.800000000000000468e-03,3.852855598088353872e-01,1.736023484114953830e-01
5.899999999999999863e-03,3.843090394511818886e-01,1.736023484114953830e-01
6.000000000000000125e-03,3.846345462370663881e-01,1.738101187003578130e-01
6.100000000000000387e-03,3.836580258794128895e-01,1.740178889892202707e-01
6.200000000000000649e-03,3.839835326652973890e-01,1.738101187003578130e-01
6.300000000000000044e-03,3.826815055217593908e-01,1.740871457521744048e-01
6.400000000000000307e-03,3.810539715923368931e-01,1.738101187003578130e-01
6.500000000000000569e-03,3.823559987358748913e-01,1.741564025151285666e-01
6.599999999999999964e-03,3.791009308770298958e-01,1.750567404335325039e-01
6.700000000000000226e-03,3.817049851641058922e-01,1.748489701446700462e-01
6.800000000000000488e-03,3.804029580205678940e-01,1.747104566187617503e-01
6.900000000000000751e-03,3.787754240911453962e-01,1.751952539594407998e-01
7.000000000000000146e-03,3.784499173052608967e-01,1.752645107223949339e-01
7.100000000000000408e-03,3.800774512346833944e-01,1.753337674853490957e-01
7.200000000000000670e-03,3.794264376629143953e-01,1.747104566187617503e-01
7.300000000000000065e-03,3.804029580205678940e-01,1.746411998558076162e-01
7.400000000000000328e-03,3.797519444487988949e-01,1.747104566187617503e-01
7.500000000000000590e-03,3.800774512346833944e-01,1.745719430928534543e-01
7.599999999999999985e-03,3.784499173052608967e-01,1.751952539594407998e-01
7.700000000000000247e-03,3.791009308770298958e-01,1.751952539594407998e-01
7.800000000000000509e-03,3.781244105193763971e-01,1.755415377742115535e-01
7.900000000000000772e-03,3.738928223028779030e-01,1.757493080630739835e-01
8.000000000000000167e-03,3.758458630181849003e-01,1.756800513001198494e-01
8.099999999999999561e-03,3.764968765899538994e-01,1.756107945371656875e-01
8.200000000000000691e-03,3.764968765899538994e-01,1.755415377742115535e-01
8.300000000000000086e-03,3.758458630181849003e-01,1.757493080630739835e-01
8.400000000000001216e-03,3.738928223028779030e-01,1.761648486407988712e-01
8.500000000000000611e-03,3.722652883734554052e-01,1.757493080630739835e-01
8.600000000000000006e-03,3.719397815875709057e-01,1.767189027444320826e-01
8.700000000000001135e-03,3.729163019452244043e-01,1.763726189296613289e-01
8.800000000000000530e-03,3.706377544440329075e-01,1.767881595073862167e-01
8.899999999999999925e-03,3.686847137287259102e-01,1.773422136110194003e-01
9.000000000000001055e-03,3.693357273004949093e-01,1.771344433221569703e-01
9.100000000000000450e-03,3.690102205146104097e-01,1.767189027444320826e-01
9.199999999999999845e-03,3.709632612299174070e-01,1.766496459814779207e-01
9.300000000000000974e-03,3.703122476581484079e-01,1.771344433221569703e-01
9.400000000000000369e-03,3.706377544440329075e-01,1.766496459814779207e-01
9.499999999999999764e-03,3.712887680158019066e-01,1.766496459814779207e-01
9.600000000000000894e-03,3.699867408722639084e-01,1.767189027444320826e-01
9.700000000000000289e-03,3.699867408722639084e-01,1.769959297962486744e-01
9.799999999999999684e-03,3.686847137287259102e-01,1.772729568480652662e-01
9.900000000000000813e-03,3.699867408722639084e-01,1.772037000851111044e-01
1.000000000000000021e-02,3.670571797993034124e-01,1.772037000851111044e-01
1.010000000000000134e-02,3.686847137287259102e-01,1.772729568480652662e-01
1.020000000000000073e-02,3.664061662275344133e-01,1.776192406628360199e-01
1.030000000000000013e-02,3.680337001569569111e-01,1.776884974257901539e-01
1.040000000000000126e-02,3.673826865851879120e-01,1.774114703739735621e-01
1.050000000000000065e-02,3.683592069428414106e-01,1.777577541887443158e-01
1.060000000000000005e-02,3.660806594416499138e-01,1.778962677146526117e-01
1.070000000000000118e-02,3.644531255122274160e-01,1.776192406628360199e-01
1.080000000000000057e-02,3.667316730134189129e-01,1.774807271369276962e-01
1.089999999999999997e-02,3.660806594416499138e-01,1.780347812405609076e-01
1.100000000000000110e-02,3.670571797993034124e-01,1.778962677146526117e-01
1.110000000000000049e-02,3.664061662275344133e-01,1.778270109516984498e-01
1.119999999999999989e-02,3.660806594416499138e-01,1.777577541887443158e-01
1.130000000000000102e-02,3.667316730134189129e-01,1.776884974257901539e-01
1.140000000000000041e-02,3.677081933710724115e-01,1.776192406628360199e-01
1.149999999999999981e-02,3.660806594416499138e-01,1.778962677146526117e-01
1.160000000000000094e-02,3.647786322981119156e-01,1.780347812405609076e-01
1.170000000000000033e-02,3.644531255122274160e-01,1.780347812405609076e-01
1.179999999999999973e-02,3.651041390839964151e-01,1.782425515294233376e-01
1.190000000000000085e-02,3.634766051545739174e-01,1.785888353441940912e-01
1.200000000000000025e-02,3.618490712251514196e-01,1.789351191589648449e-01
1.210000000000000138e-02,3.602215372957289219e-01,1.792121462107814367e-01
1.220000000000000077e-02,3.605470440816134214e-01,1.790043759219189790e-01
1.230000000000000017e-02,3.605470440816134214e-01,1.790043759219189790e-01
1.240000000000000130e-02,3.595705237239599228e-01,1.794199164996438667e-01
1.250000000000000069e-02,3.589195101521909237e-01,1.792121462107814367e-01
1.260000000000000009e-02,3.589195101521909237e-01,1.796969435514604585e-01
1.270000000000000122e-02,3.572919762227684259e-01,1.795584300255521626e-01
1.280000000000000061e-02,3.582684965804219246e-01,1.799047138403229162e-01
1.290000000000000001e-02,3.579429897945374250e-01,1.795584300255521626e-01
1.300000000000000114e-02,3.592450169380754232e-01,1.793506597366897326e-01
1.310000000000000053e-02,3.572919762227684259e-01,1.798354570773687822e-01
1.319999999999999993e-02,3.582684965804219246e-01,1.794891732625980285e-01
1.330000000000000106e-02,3.579429897945374250e-01,1.795584300255521626e-01
1.340000000000000045e-02,3.563154558651149273e-01,1.799047138403229162e-01
1.349999999999999985e-02,3.559899490792304277e-01,1.796969435514604585e-01
1.360000000000000098e-02,3.540369083639234304e-01,1.800432273662312121e-01
1.370000000000000037e-02,3.546879219356924295e-01,1.799739706032770781e-01
1.380000000000000150e-02,3.572919762227684259e-01,1.796276867885063244e-01
1.390000000000000090e-02,3.569664694368839264e-01,1.794891732625980285e-01
1.400000000000000029e-02,3.566409626509994268e-01,1.793506597366897326e-01
1.410000000000000142e-02,3.572919762227684259e-01,1.796969435514604585e-01
1.420000000000000082e-02,3.566409626509994268e-01,1.800432273662312121e-01
1.430000000000000021e-02,3.546879219356924295e-01,1.799047138403229162e-01
1.440000000000000134e-02,3.559899490792304277e-01,1.800432273662312121e-01
1.450000000000000074e-02,3.556644422933459282e-01,1.796969435514604585e-01
1.460000000000000013e-02,3.559899490792304277e-01,1.799739706032770781e-01
1.470000000000000126e-02,3.550134287215769291e-01,1.798354570773687822e-01
1.480000000000000066e-02,3.546879219356924295e-01,1.801124841291853740e-01
1.490000000000000005e-02,3.543624151498079300e-01,1.799047138403229162e-01
