Timestamp,No. pulses, No. Test,R,Succes,dt_Ron,Amp_RonR,q,E_memristor,State
1675683539.2312376, 0, 0, 585.8319737333383,False, 0.01, 1, 0,0,R_off
1675683541.4337907, 1, 0, 3.1675959790569688,False, 0.01, 1, 0.0014585468992170936,0.0004487772376447634,Unknown
1675683543.6430554, 2, 0, 3.1060661041805417,False, 0.01, 1, 0.001435655416129653,0.0004587963273863641,Unknown
1675683545.8531795, 3, 0, 3.044519852057341,False, 0.01, 1, 0.0014348249375113903,0.00045914203936578434,Unknown
1675683548.0740352, 4, 0, 2.9438058305823263,True, 0.01, 1, 0.0014415293515082194,0.0004567846416404989,R_on
1675683550.2269113, 0, 1, 563.458364525433,False, 0.01, 1, 0,0,R_off
1675683552.4439516, 1, 1, 3.191935781855607,False, 0.01, 1, 0.001451485495613951,0.0004521546717750377,Unknown
1675683554.6508164, 2, 1, 2.9379319921309275,True, 0.01, 1, 0.0014505381691933476,0.00045341924588417163,R_on
1675683556.792711, 0, 2, 524.9749438379102,False, 0.01, 1, 0,0,R_off
1675683559.0129502, 1, 2, 2.903226371961855,True, 0.01, 1, 0.0014654364682472082,0.000446777658668985,R_on
1675683561.1583412, 0, 3, 561.9725111477599,False, 0.01, 1, 0,0,R_off
1675683563.3729577, 1, 3, 3.0917729187374867,False, 0.01, 1, 0.0014345716013040237,0.00045865185532557596,Unknown
1675683565.5839496, 2, 3, 3.317896805744933,False, 0.01, 1, 0.0014531448511024266,0.00044588990035647653,Unknown
1675683567.8061652, 3, 3, 2.7281597757533085,True, 0.01, 1, 0.0014696218895111875,0.0004394815992524284,R_on
1675683569.9595218, 0, 4, 525.5954000074344,False, 0.01, 1, 0,0,R_off
1675683572.1630225, 1, 4, 3.3372191334320704,False, 0.01, 1, 0.0014582339933191485,0.00044977495388673214,Unknown
1675683574.3733325, 2, 4, 3.662084684375162,False, 0.01, 1, 0.0014693147265106019,0.0004457129139388243,Unknown
1675683576.5894248, 3, 4, 3.3972495375742118,False, 0.01, 1, 0.001471150298556664,0.0004452616453719346,Unknown
1675683578.8002095, 4, 4, 3.3326863036042873,False, 0.01, 1, 0.0014695379173528204,0.00044596908395766097,Unknown
1675683581.0199049, 5, 4, 3.2568837495419736,False, 0.01, 1, 0.0014717345046841703,0.0004449486136323096,Unknown
1675683583.2313755, 6, 4, 3.1620361300694975,False, 0.01, 1, 0.0014748858843494637,0.0004437178991158303,Unknown
1675683585.4508288, 7, 4, 3.1174574025226343,False, 0.01, 1, 0.0014791287959974664,0.00044223579192796724,Unknown
1675683587.661827, 8, 4, 3.023690360436629,False, 0.01, 1, 0.001475675905378069,0.00044359527881096533,Unknown
1675683589.8689203, 9, 4, 3.0414553794053165,False, 0.01, 1, 0.0014766937938149778,0.0004433022793433762,Unknown
1675683592.0835123, 10, 4, 3.0113491517114013,False, 0.01, 1, 0.0014665252816948341,0.0004472863156651206,Unknown
1675683594.2378867, 0, 5, 467.5283929782727,False, 0.01, 1, 0,0,R_off
1675683596.450067, 1, 5, 3.237499876617318,False, 0.01, 1, 0.0014429878268049157,0.0004555773764736868,Unknown
1675683598.6650348, 2, 5, 3.0555981508955234,False, 0.01, 1, 0.0014497991342027352,0.000447176039508504,Unknown
1675683600.8822782, 3, 5, 3.0252275788941323,False, 0.01, 1, 0.0014626173523544037,0.00044871881808984974,Unknown
1675683603.09598, 4, 5, 2.874998963895232,True, 0.01, 1, 0.0014626583756637815,0.00044857519241328576,R_on
1675683605.2448628, 0, 6, 550.1035527369305,False, 0.01, 1, 0,0,R_off
1675683607.4593477, 1, 6, 2.9601280201421987,True, 0.01, 1, 0.0014549220505950843,0.00045132600754774845,R_on
1675683609.6058042, 0, 7, 530.3372737810781,False, 0.01, 1, 0,0,R_off
1675683611.8237135, 1, 7, 2.6593669234150026,True, 0.01, 1, 0.0014660900268846674,0.0004470707133397874,R_on
1675683613.9656742, 0, 8, 526.8960452365349,False, 0.01, 1, 0,0,R_off
1675683616.1763008, 1, 8, 2.6346119600906404,True, 0.01, 1, 0.0014788934051380626,0.0004420547094975518,R_on
1675683618.3184433, 0, 9, 581.5500892432573,False, 0.01, 1, 0,0,R_off
1675683620.532773, 1, 9, 2.6570875259168525,True, 0.01, 1, 0.0014661470601783847,0.00044680218435077493,R_on
1675683622.6892462, 0, 10, 565.9347129852498,False, 0.01, 1, 0,0,R_off
1675683624.8950107, 1, 10, 131.80035206389223,False, 0.01, 1, 0.001478926734734831,0.000442241302740213,R_off
1675683627.1017175, 2, 10, 3.036919937187048,False, 0.01, 1, 0.0014803387468191437,0.00044160313622996356,Unknown
1675683629.308291, 3, 10, 2.7441676220445026,True, 0.01, 1, 0.0014838945049545562,0.00044031466524137503,R_on
1675683631.4550648, 0, 11, 706.8577103103307,False, 0.01, 1, 0,0,R_off
1675683633.6646085, 1, 11, 2.859220636860531,True, 0.01, 1, 0.0014755713690011113,0.0004433595126379469,R_on
1675683635.8106885, 0, 12, 613.5440296946579,False, 0.01, 1, 0,0,R_off
1675683638.0317345, 1, 12, 3.3207148851271575,False, 0.01, 1, 0.0014657285259060376,0.0004468704882842115,Unknown
1675683640.2448695, 2, 12, 2.9781148509032698,True, 0.01, 1, 0.0014712758851542715,0.00044517586063487046,R_on
1675683642.383036, 0, 13, 591.5360571570152,False, 0.01, 1, 0,0,R_off
1675683644.5981216, 1, 13, 3.154711700202558,False, 0.01, 1, 0.001456570705624391,0.00045061929018067325,Unknown
