Timestamp,No. pulses, No. Test,R,Succes,dt_Ron,Amp_RonR,q,E_memristor,State
1676305700.452281, 0, 0, 529.7576753804861,False, 0.01, 1.5, 0,0,R_off
1676305702.659434, 1, 0, 3.6604922490145473,False, 0.01, 1.5, 0.0020867317279049027,0.0010432848099740366,Unknown
1676305704.8702598, 2, 0, 3.303802993425238,False, 0.01, 1.5, 0.0021386134501415036,0.0010224138724603481,Unknown
1676305707.0815227, 3, 0, 3.043175292854035,False, 0.01, 1.5, 0.002178446087716944,0.0010001632261085918,Unknown
1676305709.290769, 4, 0, 2.9653790394176656,True, 0.01, 1.5, 0.002193278309895808,0.000992331344248382,R_on
1676305711.4412484, 0, 1, 670.0257481196011,False, 0.01, 1.5, 0,0,R_off
1676305713.651432, 1, 1, 4.454708532254858,False, 0.01, 1.5, 0.001917758489412384,0.0011016911377232036,Unknown
1676305715.8641505, 2, 1, 3.4178680073582446,False, 0.01, 1.5, 0.0020807001667494294,0.0010505277849467073,Unknown
1676305718.069732, 3, 1, 3.1666609191543977,False, 0.01, 1.5, 0.002145466293180314,0.0010319131884743813,Unknown
1676305720.2847035, 4, 1, 2.8587009683732174,True, 0.01, 1.5, 0.002189627987938267,0.0010073836130699545,R_on
1676305722.4311738, 0, 2, 522.7989139924407,False, 0.01, 1.5, 0,0,R_off
1676305724.6395469, 1, 2, 4.515151903446517,False, 0.01, 1.5, 0.0019175876436048787,0.0011056522584562275,Unknown
1676305726.8431473, 2, 2, 3.5155282918405732,False, 0.01, 1.5, 0.002076069829586429,0.001051636304676133,Unknown
1676305729.0537004, 3, 2, 3.141697694178603,False, 0.01, 1.5, 0.0021410915839719987,0.0010211416185517577,Unknown
1676305731.25763, 4, 2, 2.9039666740474943,True, 0.01, 1.5, 0.002159455931363378,0.001010985605982086,R_on
1676305733.4098516, 0, 3, 680.5612034259714,False, 0.01, 1.5, 0,0,R_off
1676305735.6134858, 1, 3, 6.328076395126038,False, 0.01, 1.5, 0.001803421703058553,0.0011386543012532275,Unknown
1676305737.8281162, 2, 3, 3.8061729870208088,False, 0.01, 1.5, 0.00202596011286001,0.001072079482240486,Unknown
1676305740.037614, 3, 3, 3.466769078633847,False, 0.01, 1.5, 0.002106463649834101,0.001038357911090682,Unknown
1676305742.2516692, 4, 3, 3.1105151085537805,False, 0.01, 1.5, 0.0021484989402360643,0.0010306838379143992,Unknown
1676305744.4664962, 5, 3, 2.9799997600504446,True, 0.01, 1.5, 0.002158605491592537,0.001012269004465659,R_on
1676305746.612558, 0, 4, 1591.5818716361982,False, 0.01, 1.5, 0,0,R_off
1676305748.8232143, 1, 4, 7.7048311472330635,False, 0.01, 1.5, 0.001758980275854888,0.0011485476132813638,Unknown
