Timestamp,No. pulses, No. Test,R,Succes,dt_Ron,Amp_RonR,q,E_memristor,State
1681649033.5947075, 0, 0, 21.430306152557563,False, 0.01, 1, -0.14439506428917023,0.14770107223558818,R_off
1681649035.7982628, 1, 0, 10.729802410773775,False, 0.01, 1, 0.001453900335994063,0.00036687053344121307,R_off
1681649038.015987, 2, 0, 5.800455642555107,True, 0.5, -2.5, 0.0014505660280419318,0.0003655629363995425,R_on
1681649040.2412298, 0, 1, 21.02089808262339,False, 0.01, 1, -0.14292769079472026,0.14837231807832535,R_off
1681649042.4660285, 1, 1, 7.409091652534623,False, 0.01, 1, 0.0014736442355798333,0.00035363459036001567,Unknown
1681649044.6898494, 2, 1, 5.595631841518351,True, 0.5, -2.5, 0.0014427589139337123,0.00036933967553492986,R_on
1681649046.9060564, 0, 2, 22.285738355268798,False, 0.01, 1, -0.14301760353208715,0.1483208002300788,R_off
1681649049.1187105, 1, 2, 4.054476943848868,True, 0.5, -2.5, 0.0014553783533732536,0.0003655492605600841,R_on
1681649051.3313515, 0, 3, 24.090170447664214,False, 0.01, 1, -0.14255219707530015,0.14856731593435513,R_off
1681649053.5449288, 1, 3, 2.3000817026929217,True, 0.5, -2.5, 0.0015090239561730754,0.0003431435018873732,R_on
1681649055.7584298, 0, 4, 22.50128948195265,False, 0.01, 1, -0.14194795843119745,0.14877160976181988,R_off
1681649057.9816923, 1, 4, 2.940012721070504,True, 0.5, -2.5, 0.001456791384465402,0.0003652837915406009,R_on
1681649060.205056, 0, 5, 22.873075188381062,False, 0.01, 1, -0.14137690863143076,0.14899608208753978,R_off
1681649062.4309483, 1, 5, 4.4914899664602235,True, 0.5, -2.5, 0.0014345386913463293,0.0003755332846961125,R_on
1681649064.6427498, 0, 6, 22.051223370533098,False, 0.01, 1, -0.14164400631212104,0.14894110749649803,R_off
1681649066.8601816, 1, 6, 5.605928666391821,True, 0.5, -2.5, 0.0014401345107581192,0.0003728994629626039,R_on
1681649069.0743017, 0, 7, 22.372038719992442,False, 0.01, 1, -0.14150255038644705,0.14896661715901216,R_off
1681649071.2825413, 1, 7, 3.4523003305710427,True, 0.5, -2.5, 0.0014999740624569678,0.00034723014385131467,R_on
1681649073.5044253, 0, 8, 22.173442188972732,False, 0.01, 1, -0.14123705294912525,0.14905867171484385,R_off
1681649075.7100184, 1, 8, 5.037425018104583,True, 0.5, -2.5, 0.0014427087398724242,0.0003692943681446338,R_on
1681649077.9349532, 0, 9, 22.53700108192159,False, 0.01, 1, -0.14094415271698757,0.1491785201245227,R_off
1681649080.1569393, 1, 9, 4.542203048217039,True, 0.5, -2.5, 0.0014337977943999674,0.0003805723085877362,R_on
1681649082.370809, 0, 10, 22.15393626733529,False, 0.01, 1, -0.14142405863366392,0.1489957552496759,R_off
1681649084.5870419, 1, 10, 6.065810928837403,False, 0.01, 1, 0.00139920895249391,0.0003922568893346249,Unknown
1681649086.797884, 2, 10, 4.313038756914505,True, 0.5, -2.5, 0.0014146771398741529,0.0003824513155365576,R_on
1681649089.0137, 0, 11, 22.34733829437102,False, 0.01, 1, -0.14180139804728226,0.14886996660015828,R_off
1681649091.2278934, 1, 11, 4.664793272631779,True, 0.5, -2.5, 0.001425116872731515,0.00037798718550478155,R_on
1681649093.4347382, 0, 12, 24.11075521895406,False, 0.01, 1, -0.14141460410167228,0.1489881102179919,R_off
1681649095.6486619, 1, 12, 5.175226933886134,True, 0.5, -2.5, 0.0014252145741237307,0.00037753945237019917,R_on
1681649097.866336, 0, 13, 22.455076297635966,False, 0.01, 1, -0.14071502562680666,0.14926790651303803,R_off
1681649100.0850184, 1, 13, 5.977553542308681,True, 0.5, -2.5, 0.001424241085279139,0.00038371730646850866,R_on
1681649102.2985444, 0, 14, 24.609600538700747,False, 0.01, 1, -0.1402267644987757,0.14943503229304814,R_off
1681649104.5197349, 1, 14, 3.899714668497814,True, 0.5, -2.5, 0.0014184232877241883,0.00038510202096010086,R_on
1681649106.7401495, 0, 15, 23.34272151653843,False, 0.01, 1, -0.14077868343333239,0.14924506027016066,R_off
1681649108.9598517, 1, 15, 3.679107050238466,True, 0.5, -2.5, 0.0014286856294095285,0.00037582648488530644,R_on
1681649111.1852226, 0, 16, 23.15062502975344,False, 0.01, 1, -0.14090124029848697,0.14920218353730547,R_off
1681649113.3997495, 1, 16, 7.243836029384726,False, 0.01, 1, 0.0013967036083785962,0.00039297804773676614,Unknown
1681649115.6120965, 2, 16, 5.7129200055341585,True, 0.5, -2.5, 0.00139194527612733,0.0003928468427211179,R_on
1681649117.826295, 0, 17, 22.934464959304982,False, 0.01, 1, -0.1409227622973967,0.14917966464002147,R_off
1681649120.038932, 1, 17, 5.358342785861663,True, 0.5, -2.5, 0.0013992873832595586,0.0003960564435255422,R_on
1681649122.2487547, 0, 18, 22.24690622210953,False, 0.01, 1, -0.1411374407267075,0.14910846880822826,R_off
1681649124.4567084, 1, 18, 9.048056436903861,False, 0.01, 1, 0.0013756069027173355,0.0004000232496787753,Unknown
1681649126.6701777, 2, 18, 8.709632215186978,False, 0.01, 1, 0.0013593961132064116,0.0004066763003017905,Unknown
1681649128.889572, 3, 18, 7.7580888140257365,False, 0.01, 1, 0.0013608068747249192,0.00040614037343420054,Unknown
1681649131.1067681, 4, 18, 6.9652141311847195,False, 0.01, 1, 0.0013699147968164367,0.0004023661059971803,Unknown
1681649133.3180063, 5, 18, 6.820376223739269,False, 0.01, 1, 0.0013788285667424205,0.0003987112602196144,Unknown
